name,age,over_all_rating,nationality,club,best_over_rating,best_position,position,potential,height,weight,foot,growth,market_value,contract,cross,stamina,total_stats,base_stats,weak_foot,skill_moves,attack_work_rate,defence_work_rate,intl_reputation,pace,shooting,passing,dribbling,defense,physical,hits,phys_index,skill_index
C. Natali,35,74,Italy,Sassuolo,74,CB,CB,74,195.07,88.9,Right,0,550000.0,0,25,32,1440,304,2,2,Low,High,2,34,38,38,45,77,72,4,46.0,40.33
Fernando Navarro,35,74,Spain,Deportivo de La Coruña,75,CB,LB,74,155.45,68.04,Left,0,1200000.0,0,70,68,1876,391,3,2,Medium,Medium,2,58,50,66,66,78,73,4,66.33,60.67
E. Adebayor,35,74,Togo,Olimpia Asunción,74,ST,ST,74,195.07,82.1,Right,0,2600000.0,0,53,51,1766,367,3,3,Medium,Medium,3,63,73,63,68,29,71,15,61.67,68.0
C. Gordon,36,71,Scotland,Celtic,71,GK,GK,71,195.07,83.01,Left,0,400000.0,0,13,25,1182,377,3,1,Medium,Medium,2,72,70,56,74,35,70,5,55.67,66.67
F. Miccoli,33,81,Italy,Palermo,82,CAM,ST CF,81,170.69,73.03,Right,0,5000000.0,0,78,52,2025,418,4,4,High,Low,3,85,82,79,85,27,60,4,65.67,82.0
D. De Rossi,35,82,Italy,Boca Juniors,82,CB,CDM,82,182.88,83.01,Right,0,7000000.0,0,57,70,2083,427,4,2,Medium,High,3,59,64,73,69,85,77,20,68.67,68.67
D. Bulman,41,60,England,Crawley Town,63,CDM,CM CDM,60,179.83,74.84,Right,0,0.0,0,45,75,1593,324,3,2,Medium,High,1,34,44,56,57,59,74,8,61.0,52.33
Maxwell,34,79,Brazil,Paris Saint-Germain,79,LWB,LB,79,179.83,73.03,Left,0,2900000.0,0,86,83,2114,452,2,3,Medium,Medium,2,73,71,79,77,78,74,4,76.67,75.67
N. de Jong,32,74,Netherlands,1. FSV Mainz 05,73,CDM,CDM CM,74,179.83,72.12,Right,0,3200000.0,0,55,74,1860,395,3,2,Medium,High,3,61,51,66,68,72,77,4,70.67,61.67
P. Mertesacker,32,80,Germany,Arsenal,78,CB,CB,80,201.17,89.81,Right,0,8500000.0,0,38,52,1537,322,3,2,Low,Medium,3,26,41,55,47,84,69,11,49.0,47.67
J. Bothroyd,38,65,England,Hokkaido Consadole Sapporo,65,ST,ST,65,192.02,88.9,Left,0,190000.0,0,61,31,1546,316,2,3,High,Low,2,30,67,61,60,28,70,12,43.67,62.67
L. Camp,34,67,Northern Ireland,Birmingham City,67,GK,GK,67,182.88,73.94,Right,0,325000.0,0,13,38,1183,371,3,1,Medium,Medium,1,65,65,71,67,38,65,4,56.0,67.67
L. Grant,37,70,England,Manchester United,70,GK,GK,70,195.07,83.01,Right,0,180000.0,0,19,27,1273,389,4,1,Medium,Medium,1,70,70,72,69,41,67,19,54.67,70.33
M. Bloomfield,36,64,England,Wycombe Wanderers,64,CM,CM,64,176.78,73.03,Right,0,140000.0,1,57,75,1754,361,4,2,High,High,1,53,54,63,62,61,68,6,65.33,59.67
P. Jagielka,37,72,England,Sheffield United,72,CB,CB,72,155.75,87.09,Right,0,625000.0,0,48,30,1714,318,3,2,Medium,Medium,2,34,44,54,48,75,63,31,42.33,48.67
S. Royce,47,48,England,Gillingham,48,GK,GK,48,188.98,86.18,Right,0,3000.0,3,15,11,852,250,3,1,Medium,Medium,1,39,52,53,32,13,61,7,37.0,45.67
S. Caldwell,33,68,Scotland,Toronto FC,68,CB,CB,68,188.98,72.12,Right,0,425000.0,0,32,71,1561,333,4,2,Medium,High,1,54,34,49,53,68,75,5,66.67,45.33
S. Downing,34,70,England,Blackburn Rovers,70,RM,RM LM CDM,70,155.75,63.96,Left,0,900000.0,0,76,58,1873,384,3,3,Medium,Medium,2,61,68,74,71,55,55,10,58.0,71.0
T. Huddlestone,32,71,England,Derby County,71,CDM,CDM,71,188.98,79.83,Right,0,1600000.0,0,72,32,1834,374,5,2,Low,Medium,2,36,68,74,61,68,67,10,45.0,67.67
W. Rooney,34,77,England,Derby County,77,CM,CM CDM CAM,77,179.83,83.01,Right,0,4300000.0,0,73,63,2075,421,3,3,Medium,Medium,4,53,81,80,76,56,75,297,63.67,79.0
W. Routledge,35,69,England,Swansea City,69,LM,LM RM ST,69,173.74,63.96,Right,0,450000.0,0,70,53,1735,361,2,3,Medium,High,2,65,64,66,73,40,53,11,57.0,67.67
S. Padoin,35,70,Italy,Ascoli,71,CAM,LB LM CM,70,155.45,73.03,Right,0,500000.0,0,73,56,1956,405,3,3,Medium,Medium,2,62,63,73,74,71,62,4,60.0,70.0
K. Stamatopoulos,40,57,Canada,AIK,57,GK,GK,57,188.98,79.83,Left,0,10000.0,0,17,40,1026,309,2,1,Medium,Medium,1,57,52,54,56,33,57,4,51.33,54.0
S. Pepe,32,74,Italy,Pescara,74,CAM,RM LM,74,179.83,78.93,Right,0,2500000.0,1,76,54,1962,407,4,3,High,Medium,2,68,70,76,76,58,59,4,60.33,74.0
R. Jarstein,35,77,Norway,Hertha BSC,77,GK,GK,77,192.02,86.18,Right,0,2400000.0,0,18,31,1203,424,4,1,Medium,Medium,2,80,73,71,77,43,80,36,63.67,73.67
C. Burke,36,68,Scotland,Kilmarnock,68,RM,RM RW,68,179.83,68.04,Right,0,300000.0,0,70,72,1768,373,4,3,High,Medium,1,69,65,64,71,39,65,7,68.67,66.67
J. Gillet,41,67,Belgium,Standard de Liège,67,GK,GK,67,155.75,88.0,Left,0,80000.0,0,9,23,1184,380,2,1,Medium,Medium,2,64,70,69,64,39,74,10,53.67,67.67
A. Boruc,40,73,Poland,Legia Warszawa,73,GK,GK,73,195.07,88.0,Right,0,400000.0,0,12,26,1160,389,3,1,Medium,Medium,2,73,72,66,71,32,75,30,58.0,69.67
Adriano,31,73,Brazil,Club Athletico Paranaense,73,ST,ST,73,188.98,88.0,Left,0,1500000.0,0,50,30,1629,340,2,3,Medium,Low,2,40,78,58,67,32,65,9,45.0,67.67
Aduriz,38,81,Spain,Athletic Club de Bilbao,81,ST,ST,81,182.88,78.02,Right,0,6500000.0,0,54,50,1952,402,3,3,Medium,Low,3,59,81,65,73,49,75,11,61.33,73.0
Victor Valdés,34,82,Spain,Middlesbrough,80,GK,GK,82,182.88,78.02,Right,0,13000000.0,0,10,34,1231,443,3,1,Medium,Medium,3,81,78,75,83,42,84,11,66.33,78.67
M. Langer,35,65,Austria,FC Schalke 04,65,GK,GK,65,198.12,92.99,Right,0,150000.0,0,13,32,1050,350,2,1,Medium,Medium,1,64,62,60,65,32,67,8,54.33,62.33
Y. Pelé,37,72,France,Olympique de Marseille,72,GK,GK,72,198.12,88.9,Right,0,325000.0,0,15,32,1137,393,3,1,Medium,Medium,1,71,72,67,73,39,71,31,58.0,70.67
H. Altıntop,34,74,Turkey,SV Darmstadt 98,75,CM,CDM CAM,74,182.88,82.1,Right,0,1700000.0,0,73,58,1999,410,3,3,Medium,Medium,2,51,71,76,74,69,69,4,59.33,73.67
R. Ziegler,34,69,Switzerland,FC Dallas,70,CDM,CB LB,69,182.88,79.83,Left,0,400000.0,0,73,69,1888,397,3,2,Medium,Medium,2,55,63,72,66,70,71,7,65.0,67.0
S. Lichtsteiner  B,35,72,Switzerland,FC Augsburg,73,CB,RB CB RWB,72,182.88,76.2,Right,0,875000.0,0,73,66,1931,403,3,3,High,High,3,59,58,69,73,72,72,6,65.67,66.67
G. McAuley,39,70,Northern Ireland,Northern Ireland,69,CB,CB,70,192.02,88.9,Right,0,0.0,0,49,33,1452,295,3,2,Medium,High,2,29,42,49,40,72,63,4,41.67,43.67
Cani,34,73,Spain,Real Zaragoza,72,CAM,CAM LM RM,73,155.75,74.84,Right,0,1500000.0,0,75,60,1858,387,3,3,High,Low,2,63,72,73,73,45,61,4,61.33,72.67
Jonatan Soriano,34,71,Spain,Girona FC,73,CAM,ST,71,155.75,72.12,Right,0,1200000.0,0,61,63,1858,373,3,4,Medium,Low,2,56,74,71,74,32,66,8,61.67,73.0
M. Rodríguez,39,74,Argentina,Newell's Old Boys,75,CAM,LW LM ST,74,176.78,73.94,Right,0,1500000.0,4,72,48,1933,401,4,4,Medium,Low,3,67,75,75,75,44,65,27,60.0,75.0
Cifuentes,41,73,Spain,Cádiz CF,73,GK,GK,73,188.98,79.83,Right,0,400000.0,0,11,39,1190,405,3,1,Medium,Medium,1,67,74,65,71,46,82,9,62.67,70.0
Moyá,36,78,Spain,Real Sociedad,78,GK,GK,78,188.98,83.01,Right,0,1700000.0,0,11,30,1216,430,2,1,Medium,Medium,2,82,72,80,78,39,79,23,63.67,76.67
Reyes,34,71,Spain,Extremadura UD,70,CAM,CAM RM LM ST,71,179.83,73.03,Left,0,1200000.0,0,71,55,1807,369,3,3,High,Medium,2,69,71,71,72,27,59,7,61.0,71.33
O. Onyewu,35,69,United States,Philadelphia Union,68,CB,CB,69,198.12,94.8,Right,0,250000.0,1,35,57,1355,289,2,2,Medium,Medium,2,33,34,37,36,68,81,13,57.0,35.67
L. McCormick,36,60,England,Plymouth Argyle,60,GK,GK,60,182.88,88.0,Right,0,35000.0,0,11,26,1092,323,4,1,Medium,Medium,1,55,58,62,53,33,62,7,47.67,57.67
C. Kameni,35,73,Cameroon,Cameroon,72,GK,GK,73,185.93,86.18,Right,0,0.0,0,12,38,1215,409,3,1,Medium,Medium,2,75,70,72,75,45,72,5,61.67,72.33
J. Plašil,36,71,Czech Republic,FC Girondins de Bordeaux,70,CM,CM CDM,71,182.88,71.21,Right,0,750000.0,0,70,34,1792,353,5,2,Medium,Medium,2,35,56,75,71,65,51,5,40.0,67.33
J. Mathieu,35,81,France,Sporting CP,81,CB,CB,81,188.98,83.91,Left,0,5500000.0,0,76,78,2049,430,2,2,High,Medium,3,68,65,71,62,83,81,6,75.67,66.0
A. Emaná,34,75,Cameroon,Gimnàstic de Tarragona,74,CAM,ST CAM LM,75,155.75,77.11,Right,0,2200000.0,2,67,68,2014,425,3,4,Medium,Low,1,67,73,73,76,56,80,4,71.67,74.0
Juninho,38,77,Brazil,Vasco da Gama,77,CAM,CAM CM,77,155.45,73.94,Right,0,625000.0,0,82,52,1974,400,3,3,High,High,2,56,76,83,76,52,57,10,55.0,78.33
David Villa,37,79,Spain,Vissel Kobe,79,CF,ST,79,179.83,68.95,Right,0,3700000.0,0,71,65,1951,400,4,4,High,Low,3,65,81,73,80,34,67,19,65.67,78.0
Nino,40,70,Spain,Elche CF,70,ST,ST CF CAM,70,173.74,68.04,Right,0,0.0,0,59,32,1796,365,4,3,Medium,Medium,2,57,74,63,70,46,55,21,48.0,69.0
M. Wölfli,36,66,Switzerland,BSC Young Boys,66,GK,GK,66,185.93,88.0,Right,0,110000.0,0,12,24,1093,364,3,1,Medium,Medium,1,67,60,68,64,40,65,4,52.0,64.0
D. Benaglio,35,74,Switzerland,AS Monaco,74,GK,GK,74,195.07,88.9,Right,0,1500000.0,0,14,38,1189,398,3,1,Medium,Medium,3,71,79,61,71,39,77,4,62.0,70.33
Rubén Castro,39,71,Spain,FC Cartagena,72,CF,ST,71,173.74,68.04,Right,0,700000.0,0,60,60,1814,369,3,3,Medium,Low,2,70,73,62,75,30,59,16,63.0,70.0
R. Fanni,38,70,France,Montreal Impact,70,CB,CB,70,185.93,81.19,Right,0,350000.0,0,66,49,1798,374,3,2,Medium,High,2,52,52,65,66,70,69,23,56.67,61.0
D. Martin,34,66,England,West Ham United,66,GK,GK,66,188.98,86.18,Right,0,275000.0,0,18,38,1157,364,2,1,Medium,Medium,1,66,62,66,65,39,66,12,56.67,64.33
C. Carrasso,35,79,France,Galatasaray SK,77,GK,GK,79,188.98,92.99,Right,0,3000000.0,1,11,31,1161,426,3,1,Medium,Medium,3,77,78,76,77,40,78,4,62.0,77.0
I. Henderson,35,66,England,Salford City,67,CF,ST,66,155.45,67.13,Right,0,300000.0,1,61,75,1748,363,3,3,High,Medium,1,59,68,63,68,36,69,12,67.67,66.33
A. Lonergan,35,65,England,Liverpool,65,GK,GK,65,195.07,87.09,Left,0,150000.0,0,12,28,1063,352,1,1,Medium,Medium,1,65,62,52,67,41,65,6,52.67,60.33
K. Touré,35,75,Ivory Coast,Celtic,74,CB,CB,75,155.45,76.2,Right,0,700000.0,2,41,66,1816,390,3,2,Medium,Medium,2,63,59,60,55,74,79,4,69.33,58.0
P. Gori,40,62,Italy,Benevento,62,GK,GK,62,188.98,83.01,Right,0,30000.0,0,12,41,1110,339,1,1,Medium,Medium,1,56,58,64,59,35,67,4,54.67,60.33
A. Di Natale,37,77,Italy,Udinese,82,CAM,ST,77,173.74,69.85,Right,0,850000.0,0,80,50,1944,403,4,3,Medium,Low,2,79,82,80,84,25,53,7,60.67,82.0
M. Dawson,36,69,England,Nottingham Forest,69,CB,CB,69,188.98,76.2,Right,0,210000.0,0,19,31,1377,278,3,2,Medium,High,2,30,33,44,36,71,64,12,41.67,37.67
Pepe,37,81,Portugal,Portugal,81,CB,CB,81,188.98,81.19,Right,0,3600000.0,0,46,82,1856,404,3,2,Medium,High,4,66,51,60,60,82,85,90,77.67,57.0
A. Walke,37,71,Germany,FC Red Bull Salzburg,71,GK,GK,71,188.98,88.0,Right,0,240000.0,0,13,38,1194,392,3,1,Medium,Medium,1,71,70,75,72,35,69,6,59.33,72.33
C. Schulz,34,68,Germany,SK Sturm Graz,67,CB,CB,68,185.93,79.83,Left,0,275000.0,0,57,53,1659,337,3,2,Medium,Medium,2,46,41,60,54,66,70,4,56.33,51.67
R. Adler,33,78,Germany,1. FSV Mainz 05,77,GK,GK,78,192.02,84.82,Right,0,5000000.0,0,13,22,1114,409,3,1,Medium,Medium,2,77,76,70,78,28,80,7,59.67,74.67
M. Rensing,35,70,Germany,Fortuna Düsseldorf,70,GK,GK,70,192.02,91.17,Right,0,475000.0,0,11,31,1153,384,3,1,Medium,Medium,2,69,70,64,69,41,71,6,57.0,67.67
P. Lahm,32,88,Germany,FC Bayern München,85,RWB,RB CDM CM,88,173.74,66.22,Right,0,29500000.0,0,84,79,2146,439,3,3,Medium,High,4,67,56,82,84,86,64,13,70.0,74.0
R. König,37,63,Germany,FSV Zwickau,63,ST,ST,63,192.02,92.99,Left,0,130000.0,0,48,51,1475,302,4,2,Medium,Low,1,30,68,48,46,37,73,7,51.33,54.0
S. Whittaker,35,63,Scotland,Hibernian,64,CM,RB CM,63,185.93,87.09,Right,0,100000.0,0,65,69,1808,371,4,2,High,Medium,1,51,61,64,64,63,68,6,62.67,63.0
A. Koné,36,71,Ivory Coast,Sivasspor,71,ST,ST,71,155.75,78.02,Right,0,850000.0,0,61,58,1748,372,4,3,Medium,Medium,2,65,74,62,69,37,65,15,62.67,68.33
M. Borriello,35,77,Italy,SPAL,76,ST,ST,77,185.93,84.82,Left,0,4099999.9999999995,0,55,55,1751,362,2,2,High,Medium,2,60,75,61,71,27,68,4,61.0,69.0
H. Campagnaro,39,69,Argentina,Pescara,69,CB,CB,69,155.75,84.82,Right,0,140000.0,1,58,34,1542,315,3,2,Low,Medium,2,36,39,52,50,69,69,5,46.33,47.0
S. Muntari,33,72,Ghana,Albacete BP,72,CB,CDM CM,72,155.45,76.2,Left,0,1300000.0,0,59,54,1915,400,2,3,Medium,Medium,2,47,70,67,68,71,77,5,59.33,68.33
B. Yılmaz,34,78,Turkey,LOSC Lille,78,ST,ST,78,188.98,77.11,Right,0,5500000.0,1,68,67,1921,406,3,3,High,Low,2,80,81,65,69,34,77,88,74.67,71.67
M. Topal,34,74,Turkey,Medipol Başakşehir FK,74,CDM,CDM CB,74,188.98,82.1,Right,0,2200000.0,0,49,74,1919,396,5,3,Medium,Medium,2,54,64,62,67,76,73,8,67.0,64.33
H. Kaldırım,30,75,Turkey,Medipol Başakşehir FK,75,LB,LB,75,182.88,74.84,Left,0,5500000.0,2,74,80,1908,411,2,3,Medium,Medium,1,73,56,68,69,73,72,7,75.0,64.33
P. McShane,34,65,Republic of Ireland,Rochdale,65,CB,CB,65,182.88,81.19,Right,0,200000.0,0,55,33,1515,307,3,2,Medium,High,1,37,37,56,48,64,65,5,45.0,47.0
J. Hansen,35,75,Denmark,FC Midtjylland,75,GK,GK,75,188.98,78.02,Right,0,1800000.0,1,18,41,1358,417,4,1,Medium,Medium,1,75,72,77,75,42,76,5,64.0,74.67
E. Hallfreðsson,36,70,Iceland,Iceland,71,CDM,CM CDM,70,185.93,86.18,Left,0,0.0,0,68,49,1927,398,3,3,High,High,2,54,62,73,72,70,67,4,56.67,69.0
A. Hutchinson,37,76,Canada,Beşiktaş JK,76,CDM,CDM CM,76,188.98,83.01,Right,0,1700000.0,0,69,81,2005,424,4,2,High,High,2,64,64,73,71,75,77,24,74.0,69.33
J. Briand,34,75,France,FC Girondins de Bordeaux,75,ST,ST,75,182.88,84.82,Right,0,3500000.0,1,70,68,1922,401,3,3,High,Medium,2,63,75,72,73,46,72,20,67.67,73.33
S. Brown,35,75,Scotland,Celtic,75,CDM,CDM,75,179.83,79.83,Right,0,2100000.0,0,53,83,1915,407,3,2,Medium,High,2,58,61,63,71,73,81,18,74.0,65.0
M. Chamakh,32,71,Morocco,Cardiff City,72,ST,CAM ST,71,185.93,69.85,Right,0,1300000.0,0,62,62,1919,397,3,3,Medium,Low,2,63,74,70,68,50,72,5,65.67,70.67
A. Lindegaard,36,67,Denmark,Helsingborgs IF,67,GK,GK,67,195.07,84.82,Right,0,130000.0,0,14,25,1248,386,2,1,Medium,Medium,2,69,68,68,67,50,64,11,52.67,67.67
Maicon,33,77,Brazil,Roma,77,RWB,RB,77,182.88,77.11,Right,0,2900000.0,0,84,70,2136,450,3,2,High,Medium,3,75,72,77,76,75,75,9,73.33,75.0
Alex,35,80,Brazil,Coritiba,80,CAM,CAM CF,80,179.83,73.03,Left,0,3600000.0,0,79,53,1909,380,4,4,High,Low,2,46,80,83,81,30,60,5,53.0,81.33
Felipe Melo,33,78,Brazil,Inter,78,CB,CDM CM,78,182.88,79.83,Right,0,3800000.0,0,64,72,2082,441,3,3,Medium,High,3,69,69,71,73,77,82,5,74.33,71.0
Cris,36,70,Brazil,Vasco da Gama,70,CB,CB,70,182.88,77.11,Right,0,0.0,0,59,51,1664,329,2,2,Medium,Medium,2,34,49,63,43,69,71,10,52.0,51.67
Fernandinho,35,84,Brazil,Manchester City,84,CB,CB CDM,84,155.45,67.13,Right,0,9500000.0,0,68,78,2192,456,4,3,Medium,High,3,64,72,78,78,85,79,171,73.67,76.0
Nilmar,26,83,Brazil,Villarreal CF,82,ST,ST CF,86,155.75,73.94,Right,3,16500000.0,0,70,68,1888,408,4,4,Medium,Low,3,92,80,70,85,23,58,4,72.67,78.33
Pablo Ibáñez,30,70,Spain,Birmingham City,70,CB,CB,70,195.07,86.18,Right,0,700000.0,0,46,63,1579,333,3,2,Low,Medium,2,52,33,53,49,71,75,9,63.33,45.0
C. Blanco,42,71,Mexico,Club América,71,CAM,CAM,71,155.45,79.83,Right,0,0.0,0,73,25,1741,332,5,4,High,Low,2,27,67,80,71,31,56,6,36.0,72.67
Alexis,33,69,Spain,Racing Santander,69,CB,CB,69,182.88,74.84,Right,0,500000.0,0,57,67,1637,336,3,2,Medium,High,2,51,34,57,53,67,74,6,64.0,48.0
S. Francis,34,74,England,Bournemouth,74,CB,CB RB,74,188.98,89.81,Right,0,2100000.0,0,71,54,1770,371,4,2,Medium,Medium,1,51,44,67,64,74,71,4,58.67,58.33
W. Morgan,36,73,Jamaica,Leicester City,73,CB,CB,73,185.93,101.15,Right,0,800000.0,0,17,31,1396,306,2,2,Medium,High,2,30,34,41,54,75,72,40,44.33,43.0
Alex,33,79,Brazil,Milan,78,CB,CB,79,188.98,92.08,Right,0,4500000.0,0,32,54,1757,368,3,2,Medium,Medium,3,51,56,47,54,81,79,4,61.33,52.33
Diego,30,79,Brazil,Fenerbahçe SK,78,CAM,CAM LM,79,176.78,73.03,Right,0,9500000.0,0,81,65,1987,407,4,4,Medium,Medium,3,74,71,82,83,34,63,13,67.33,78.67
Robinho,34,77,Brazil,Sivasspor,77,CAM,LW CAM,77,176.78,64.86,Right,0,4500000.0,0,72,59,1748,369,4,4,Medium,Low,3,73,68,73,84,26,45,25,59.0,75.0
Luís Fabiano,34,77,Brazil,São Paulo,76,ST,ST,77,185.93,84.82,Right,0,3700000.0,0,50,52,1816,374,4,3,Medium,Low,3,61,77,63,74,29,70,4,61.0,71.33
Lee Dong Gook,41,69,Korea Republic,Jeonbuk Hyundai Motors,69,ST,ST,69,185.93,79.83,Right,0,0.0,0,65,32,1656,320,4,2,High,Low,3,32,77,62,58,29,62,22,42.0,65.67
A. Barzagli,37,83,Italy,Juventus,81,CB,CB,83,188.98,87.09,Right,0,1700000.0,0,40,53,1727,381,3,2,Low,Medium,3,68,34,56,63,88,72,13,64.33,51.0
S. Kießling,33,75,Germany,Bayer 04 Leverkusen,74,ST,ST,75,192.02,81.19,Right,0,4200000.0,0,65,64,1820,378,3,2,High,Medium,2,54,76,66,63,44,75,5,64.33,68.33
G. Pazzini,35,69,Italy,Hellas Verona,69,ST,ST,69,155.75,77.11,Right,0,475000.0,0,50,41,1672,336,3,3,Medium,Low,2,51,67,56,68,34,60,11,50.67,63.67
M. Gobbi,37,71,Italy,Parma,72,CB,LB,71,182.88,76.2,Left,0,110000.0,0,79,53,1867,386,3,3,Medium,High,2,56,57,68,67,73,65,4,58.0,64.0
O. Martins,35,75,Nigeria,Wuhan Zall,75,ST,ST,75,173.74,69.85,Left,0,3100000.0,2,51,77,1928,410,4,3,High,Medium,3,85,74,64,76,37,74,60,78.67,71.33
G. Pandev,36,72,North Macedonia,Genoa,74,CAM,ST RW,72,182.88,74.84,Left,0,1100000.0,0,69,32,1804,355,3,3,Medium,Low,2,44,74,71,79,37,50,23,42.0,74.67
G. Samaras,31,69,Greece,Real Zaragoza,68,ST,ST LM,69,195.07,86.18,Right,0,900000.0,0,67,74,1715,365,3,3,High,Medium,1,67,67,66,70,23,72,4,71.0,67.67
M. Vorm,35,74,Netherlands,Tottenham Hotspur,74,GK,GK,74,182.88,83.91,Right,0,1500000.0,0,13,36,1293,418,3,1,Medium,Medium,2,74,72,70,75,54,73,12,61.0,72.33
G. Johnson,32,73,England,Stoke City,73,CDM,RB,73,182.88,78.02,Right,0,2200000.0,0,75,70,1977,420,4,3,Medium,Medium,2,69,60,72,74,73,72,4,70.33,68.67
Bruno Alves,38,72,Portugal,Parma,72,CB,CB,72,188.98,83.01,Right,0,625000.0,0,65,55,1927,379,3,3,Medium,Medium,2,35,67,64,63,71,79,30,56.33,64.67
E. Cambiasso,35,77,Argentina,Olympiacos CFP,75,CDM,CM CDM,77,155.45,78.02,Left,0,2400000.0,0,70,60,2028,414,4,2,High,High,3,55,71,73,71,74,70,8,61.67,71.67
J. Barton,33,75,England,Burnley,74,CDM,CM CDM,75,155.75,69.85,Right,0,2500000.0,0,78,87,2046,420,3,3,Medium,High,2,55,68,75,72,69,81,4,74.33,71.67
J. Milner,34,80,England,Liverpool,81,CDM,CM RB LB,80,179.83,69.85,Right,0,7000000.0,1,86,87,2167,441,4,3,High,High,2,58,70,82,77,77,77,103,74.0,76.33
R. Brouwers,34,72,Netherlands,Roda JC Kerkrade,71,CB,CB,72,195.07,82.1,Right,0,650000.0,0,30,59,1492,312,2,2,Medium,Medium,2,35,46,44,41,75,71,4,55.0,43.67
G. N'Daw,32,66,Senegal,Racing Club de Lens,67,CB,CDM CM,66,192.02,86.18,Left,0,350000.0,0,49,71,1673,356,2,2,Medium,High,1,42,56,56,56,65,81,4,64.67,56.0
B. Jones,33,65,England,Rotherham United,65,RB,RB,65,155.75,77.11,Right,0,240000.0,0,58,66,1744,361,3,3,High,Medium,1,53,54,58,63,66,67,6,62.0,58.33
J. Lescott,33,70,England,Sunderland,69,CB,CB,70,188.98,88.9,Left,0,600000.0,0,57,58,1631,340,3,2,Medium,Medium,2,39,51,56,53,69,72,4,56.33,53.33
G. Lux,38,72,Argentina,River Plate,72,GK,GK,72,185.93,77.11,Right,0,325000.0,0,21,43,1253,394,2,1,Medium,Medium,2,70,70,74,72,38,70,4,61.0,72.0
M. López,36,68,Argentina,Crotone,68,ST,ST,68,185.93,81.19,Right,0,325000.0,2,54,39,1647,338,4,3,Medium,Low,2,48,68,62,66,29,65,6,50.67,65.33
D. Lewington,36,65,England,Milton Keynes Dons,65,LB,LB LWB,65,182.88,86.18,Left,0,100000.0,0,66,80,1648,340,3,2,Medium,Medium,1,45,34,63,58,64,76,7,67.0,51.67
D. Moscardelli,39,69,Italy,Pisa,69,CF,CF ST,69,185.93,79.83,Left,0,300000.0,0,65,33,1750,353,4,4,High,Low,2,42,70,64,76,37,64,12,46.33,70.0
A. Alcáraz,37,72,Paraguay,Olimpia Asunción,72,CB,CB,72,188.98,78.02,Right,0,625000.0,2,47,64,1619,337,3,2,Medium,Medium,2,37,43,49,62,71,75,4,58.67,51.33
G. Chiellini,35,87,Italy,Juventus,87,CB,CB,87,188.98,84.82,Left,0,15500000.0,0,54,54,1830,399,3,2,Medium,High,4,66,46,58,60,90,79,149,66.33,54.67
Hugo Almeida,33,72,Portugal,AEK Athens,70,ST,ST,72,192.02,93.89,Left,0,2000000.0,0,53,61,1660,352,3,3,Medium,Low,2,53,75,57,57,31,79,5,64.33,63.0
O. Sánchez,40,71,Mexico,Santos Laguna,70,GK,GK,71,182.88,83.91,Right,0,275000.0,0,25,25,1328,390,3,1,Medium,Medium,3,71,69,66,71,47,66,7,54.0,68.67
C. Rodríguez,36,68,Argentina,Club Atlético Colón,68,RWB,LB,68,170.69,64.86,Right,0,100000.0,0,71,74,1864,396,4,3,High,Medium,2,73,57,65,66,64,71,4,72.67,62.67
W. Caballero,38,75,Argentina,Chelsea,75,GK,GK,75,185.93,83.01,Right,0,675000.0,0,12,37,1235,412,3,1,Medium,Medium,2,74,72,71,74,45,76,38,62.33,72.33
L. Ponzio,38,73,Argentina,River Plate,73,CDM,CDM CB,73,179.83,71.21,Right,0,875000.0,0,66,57,1939,387,3,3,Medium,High,2,48,58,69,66,74,72,12,59.0,64.33
Nani,33,80,Portugal,Orlando City SC,80,LW,LW RW,80,155.45,69.85,Right,0,9000000.0,0,80,66,1971,416,5,5,High,Medium,3,72,76,79,85,37,67,82,68.33,80.0
B. Cesar,37,70,Slovenia,Chievo Verona,70,CB,CB,70,192.02,88.9,Left,0,350000.0,2,20,34,1367,291,3,2,Low,Medium,2,32,27,40,52,70,70,4,45.33,39.67
D. Nugent,35,66,England,Preston North End,66,ST,ST,66,155.75,76.2,Right,0,300000.0,0,56,50,1682,337,3,3,High,Medium,1,52,67,58,68,35,57,11,53.0,64.33
C. Fuchs,34,73,Austria,Leicester City,74,CDM,LB,73,188.98,88.9,Left,0,1400000.0,0,82,54,2024,402,2,3,Medium,Medium,2,48,67,76,69,75,67,31,56.33,70.67
J. Stead,37,58,England,Harrogate Town,58,ST,ST,58,192.02,76.2,Right,0,45000.0,0,49,53,1480,302,3,2,High,Medium,1,42,59,54,53,30,64,18,53.0,55.33
J. Shackell,35,66,England,Lincoln City,66,CB,CB,66,195.07,83.01,Left,0,200000.0,0,42,60,1511,320,3,2,Medium,Medium,1,37,39,52,55,65,72,6,56.33,48.67
A. Hutton,33,69,Scotland,Aston Villa,70,CB,RB LB,69,185.93,73.03,Right,0,400000.0,0,67,74,1837,386,3,3,High,Medium,2,65,47,62,66,69,77,4,72.0,58.33
C. Conway,35,64,Scotland,St. Johnstone FC,64,RM,RM LM,64,173.74,67.13,Right,0,200000.0,0,68,50,1744,359,3,3,High,Medium,1,61,61,65,65,48,59,5,56.67,63.67
F. Marchetti,37,71,Italy,Genoa,71,GK,GK,71,188.98,83.01,Left,0,240000.0,0,13,34,1226,394,3,1,Medium,Medium,2,68,70,64,70,52,70,6,57.33,68.0
