age,over_all_rating,nationality,club,best_position,potential,height,weight,foot,market_value,contract,cross,stamina,total_stats,weak_foot,skill_moves,attack_work_rate,defence_work_rate,intl_reputation,pace,shooting,passing,dribbling,defense,physical,phys_index,skill_index
35,72,Switzerland,FC Augsburg,CB,72,182.88,76.2,Right,875000.0,0,73,66,1931,3,3,High,High,3,59,58,69,73,72,72,65.67,66.67
39,70,Northern Ireland,Northern Ireland,CB,70,192.02,88.9,Right,0.0,0,49,33,1452,3,2,Medium,High,2,29,42,49,40,72,63,41.67,43.67
34,73,Spain,Real Zaragoza,CAM,73,155.75,74.84,Right,1500000.0,0,75,60,1858,3,3,High,Low,2,63,72,73,73,45,61,61.33,72.67
34,71,Spain,Girona FC,CAM,71,155.75,72.12,Right,1200000.0,0,61,63,1858,3,4,Medium,Low,2,56,74,71,74,32,66,61.67,73.0
39,74,Argentina,Newell's Old Boys,CAM,74,176.78,73.94,Right,1500000.0,4,72,48,1933,4,4,Medium,Low,3,67,75,75,75,44,65,60.0,75.0
41,73,Spain,Cádiz CF,GK,73,188.98,79.83,Right,400000.0,0,11,39,1190,3,1,Medium,Medium,1,67,74,65,71,46,82,62.67,70.0
36,78,Spain,Real Sociedad,GK,78,188.98,83.01,Right,1700000.0,0,11,30,1216,2,1,Medium,Medium,2,82,72,80,78,39,79,63.67,76.67
34,71,Spain,Extremadura UD,CAM,71,179.83,73.03,Left,1200000.0,0,71,55,1807,3,3,High,Medium,2,69,71,71,72,27,59,61.0,71.33
35,69,United States,Philadelphia Union,CB,69,198.12,94.8,Right,250000.0,1,35,57,1355,2,2,Medium,Medium,2,33,34,37,36,68,81,57.0,35.67
36,60,England,Plymouth Argyle,GK,60,182.88,88.0,Right,35000.0,0,11,26,1092,4,1,Medium,Medium,1,55,58,62,53,33,62,47.67,57.67
35,73,Cameroon,Cameroon,GK,73,185.93,86.18,Right,0.0,0,12,38,1215,3,1,Medium,Medium,2,75,70,72,75,45,72,61.67,72.33
36,71,Czech Republic,FC Girondins de Bordeaux,CM,71,182.88,71.21,Right,750000.0,0,70,34,1792,5,2,Medium,Medium,2,35,56,75,71,65,51,40.0,67.33
35,81,France,Sporting CP,CB,81,188.98,83.91,Left,5500000.0,0,76,78,2049,2,2,High,Medium,3,68,65,71,62,83,81,75.67,66.0
34,75,Cameroon,Gimnàstic de Tarragona,CAM,75,155.75,77.11,Right,2200000.0,2,67,68,2014,3,4,Medium,Low,1,67,73,73,76,56,80,71.67,74.0
38,77,Brazil,Vasco da Gama,CAM,77,155.45,73.94,Right,625000.0,0,82,52,1974,3,3,High,High,2,56,76,83,76,52,57,55.0,78.33
37,79,Spain,Vissel Kobe,CF,79,179.83,68.95,Right,3700000.0,0,71,65,1951,4,4,High,Low,3,65,81,73,80,34,67,65.67,78.0
40,70,Spain,Elche CF,ST,70,173.74,68.04,Right,0.0,0,59,32,1796,4,3,Medium,Medium,2,57,74,63,70,46,55,48.0,69.0
36,66,Switzerland,BSC Young Boys,GK,66,185.93,88.0,Right,110000.0,0,12,24,1093,3,1,Medium,Medium,1,67,60,68,64,40,65,52.0,64.0
35,74,Switzerland,AS Monaco,GK,74,195.07,88.9,Right,1500000.0,0,14,38,1189,3,1,Medium,Medium,3,71,79,61,71,39,77,62.0,70.33
39,71,Spain,FC Cartagena,CF,71,173.74,68.04,Right,700000.0,0,60,60,1814,3,3,Medium,Low,2,70,73,62,75,30,59,63.0,70.0
38,70,France,Montreal Impact,CB,70,185.93,81.19,Right,350000.0,0,66,49,1798,3,2,Medium,High,2,52,52,65,66,70,69,56.67,61.0
34,66,England,West Ham United,GK,66,188.98,86.18,Right,275000.0,0,18,38,1157,2,1,Medium,Medium,1,66,62,66,65,39,66,56.67,64.33
35,79,France,Galatasaray SK,GK,79,188.98,92.99,Right,3000000.0,1,11,31,1161,3,1,Medium,Medium,3,77,78,76,77,40,78,62.0,77.0
35,66,England,Salford City,CF,66,155.45,67.13,Right,300000.0,1,61,75,1748,3,3,High,Medium,1,59,68,63,68,36,69,67.67,66.33
35,65,England,Liverpool,GK,65,195.07,87.09,Left,150000.0,0,12,28,1063,1,1,Medium,Medium,1,65,62,52,67,41,65,52.67,60.33
35,75,Ivory Coast,Celtic,CB,75,155.45,76.2,Right,700000.0,2,41,66,1816,3,2,Medium,Medium,2,63,59,60,55,74,79,69.33,58.0
40,62,Italy,Benevento,GK,62,188.98,83.01,Right,30000.0,0,12,41,1110,1,1,Medium,Medium,1,56,58,64,59,35,67,54.67,60.33
37,77,Italy,Udinese,CAM,77,173.74,69.85,Right,850000.0,0,80,50,1944,4,3,Medium,Low,2,79,82,80,84,25,53,60.67,82.0
36,69,England,Nottingham Forest,CB,69,188.98,76.2,Right,210000.0,0,19,31,1377,3,2,Medium,High,2,30,33,44,36,71,64,41.67,37.67
37,81,Portugal,Portugal,CB,81,188.98,81.19,Right,3600000.0,0,46,82,1856,3,2,Medium,High,4,66,51,60,60,82,85,77.67,57.0
37,71,Germany,FC Red Bull Salzburg,GK,71,188.98,88.0,Right,240000.0,0,13,38,1194,3,1,Medium,Medium,1,71,70,75,72,35,69,59.33,72.33
34,68,Germany,SK Sturm Graz,CB,68,185.93,79.83,Left,275000.0,0,57,53,1659,3,2,Medium,Medium,2,46,41,60,54,66,70,56.33,51.67
33,78,Germany,1. FSV Mainz 05,GK,78,192.02,84.82,Right,5000000.0,0,13,22,1114,3,1,Medium,Medium,2,77,76,70,78,28,80,59.67,74.67
35,70,Germany,Fortuna Düsseldorf,GK,70,192.02,91.17,Right,475000.0,0,11,31,1153,3,1,Medium,Medium,2,69,70,64,69,41,71,57.0,67.67
32,88,Germany,FC Bayern München,RWB,88,173.74,66.22,Right,29500000.0,0,84,79,2146,3,3,Medium,High,4,67,56,82,84,86,64,70.0,74.0
37,63,Germany,FSV Zwickau,ST,63,192.02,92.99,Left,130000.0,0,48,51,1475,4,2,Medium,Low,1,30,68,48,46,37,73,51.33,54.0
35,63,Scotland,Hibernian,CM,63,185.93,87.09,Right,100000.0,0,65,69,1808,4,2,High,Medium,1,51,61,64,64,63,68,62.67,63.0
36,71,Ivory Coast,Sivasspor,ST,71,155.75,78.02,Right,850000.0,0,61,58,1748,4,3,Medium,Medium,2,65,74,62,69,37,65,62.67,68.33
35,77,Italy,SPAL,ST,77,185.93,84.82,Left,4099999.9999999995,0,55,55,1751,2,2,High,Medium,2,60,75,61,71,27,68,61.0,69.0
39,69,Argentina,Pescara,CB,69,155.75,84.82,Right,140000.0,1,58,34,1542,3,2,Low,Medium,2,36,39,52,50,69,69,46.33,47.0
33,72,Ghana,Albacete BP,CB,72,155.45,76.2,Left,1300000.0,0,59,54,1915,2,3,Medium,Medium,2,47,70,67,68,71,77,59.33,68.33
34,78,Turkey,LOSC Lille,ST,78,188.98,77.11,Right,5500000.0,1,68,67,1921,3,3,High,Low,2,80,81,65,69,34,77,74.67,71.67
34,74,Turkey,Medipol Başakşehir FK,CDM,74,188.98,82.1,Right,2200000.0,0,49,74,1919,5,3,Medium,Medium,2,54,64,62,67,76,73,67.0,64.33
30,75,Turkey,Medipol Başakşehir FK,LB,75,182.88,74.84,Left,5500000.0,2,74,80,1908,2,3,Medium,Medium,1,73,56,68,69,73,72,75.0,64.33
34,65,Republic of Ireland,Rochdale,CB,65,182.88,81.19,Right,200000.0,0,55,33,1515,3,2,Medium,High,1,37,37,56,48,64,65,45.0,47.0
35,75,Denmark,FC Midtjylland,GK,75,188.98,78.02,Right,1800000.0,1,18,41,1358,4,1,Medium,Medium,1,75,72,77,75,42,76,64.0,74.67
36,70,Iceland,Iceland,CDM,70,185.93,86.18,Left,0.0,0,68,49,1927,3,3,High,High,2,54,62,73,72,70,67,56.67,69.0
37,76,Canada,Beşiktaş JK,CDM,76,188.98,83.01,Right,1700000.0,0,69,81,2005,4,2,High,High,2,64,64,73,71,75,77,74.0,69.33
34,75,France,FC Girondins de Bordeaux,ST,75,182.88,84.82,Right,3500000.0,1,70,68,1922,3,3,High,Medium,2,63,75,72,73,46,72,67.67,73.33
35,75,Scotland,Celtic,CDM,75,179.83,79.83,Right,2100000.0,0,53,83,1915,3,2,Medium,High,2,58,61,63,71,73,81,74.0,65.0
32,71,Morocco,Cardiff City,ST,71,185.93,69.85,Right,1300000.0,0,62,62,1919,3,3,Medium,Low,2,63,74,70,68,50,72,65.67,70.67
36,67,Denmark,Helsingborgs IF,GK,67,195.07,84.82,Right,130000.0,0,14,25,1248,2,1,Medium,Medium,2,69,68,68,67,50,64,52.67,67.67
33,77,Brazil,Roma,RWB,77,182.88,77.11,Right,2900000.0,0,84,70,2136,3,2,High,Medium,3,75,72,77,76,75,75,73.33,75.0
35,80,Brazil,Coritiba,CAM,80,179.83,73.03,Left,3600000.0,0,79,53,1909,4,4,High,Low,2,46,80,83,81,30,60,53.0,81.33
33,78,Brazil,Inter,CB,78,182.88,79.83,Right,3800000.0,0,64,72,2082,3,3,Medium,High,3,69,69,71,73,77,82,74.33,71.0
36,70,Brazil,Vasco da Gama,CB,70,182.88,77.11,Right,0.0,0,59,51,1664,2,2,Medium,Medium,2,34,49,63,43,69,71,52.0,51.67
35,84,Brazil,Manchester City,CB,84,155.45,67.13,Right,9500000.0,0,68,78,2192,4,3,Medium,High,3,64,72,78,78,85,79,73.67,76.0
26,83,Brazil,Villarreal CF,ST,86,155.75,73.94,Right,16500000.0,0,70,68,1888,4,4,Medium,Low,3,92,80,70,85,23,58,72.67,78.33
30,70,Spain,Birmingham City,CB,70,195.07,86.18,Right,700000.0,0,46,63,1579,3,2,Low,Medium,2,52,33,53,49,71,75,63.33,45.0
42,71,Mexico,Club América,CAM,71,155.45,79.83,Right,0.0,0,73,25,1741,5,4,High,Low,2,27,67,80,71,31,56,36.0,72.67
33,69,Spain,Racing Santander,CB,69,182.88,74.84,Right,500000.0,0,57,67,1637,3,2,Medium,High,2,51,34,57,53,67,74,64.0,48.0
34,74,England,Bournemouth,CB,74,188.98,89.81,Right,2100000.0,0,71,54,1770,4,2,Medium,Medium,1,51,44,67,64,74,71,58.67,58.33
36,73,Jamaica,Leicester City,CB,73,185.93,101.15,Right,800000.0,0,17,31,1396,2,2,Medium,High,2,30,34,41,54,75,72,44.33,43.0
33,79,Brazil,Milan,CB,79,188.98,92.08,Right,4500000.0,0,32,54,1757,3,2,Medium,Medium,3,51,56,47,54,81,79,61.33,52.33
30,79,Brazil,Fenerbahçe SK,CAM,79,176.78,73.03,Right,9500000.0,0,81,65,1987,4,4,Medium,Medium,3,74,71,82,83,34,63,67.33,78.67
34,77,Brazil,Sivasspor,CAM,77,176.78,64.86,Right,4500000.0,0,72,59,1748,4,4,Medium,Low,3,73,68,73,84,26,45,59.0,75.0
34,77,Brazil,São Paulo,ST,77,185.93,84.82,Right,3700000.0,0,50,52,1816,4,3,Medium,Low,3,61,77,63,74,29,70,61.0,71.33
41,69,Korea Republic,Jeonbuk Hyundai Motors,ST,69,185.93,79.83,Right,0.0,0,65,32,1656,4,2,High,Low,3,32,77,62,58,29,62,42.0,65.67
37,83,Italy,Juventus,CB,83,188.98,87.09,Right,1700000.0,0,40,53,1727,3,2,Low,Medium,3,68,34,56,63,88,72,64.33,51.0
33,75,Germany,Bayer 04 Leverkusen,ST,75,192.02,81.19,Right,4200000.0,0,65,64,1820,3,2,High,Medium,2,54,76,66,63,44,75,64.33,68.33
35,69,Italy,Hellas Verona,ST,69,155.75,77.11,Right,475000.0,0,50,41,1672,3,3,Medium,Low,2,51,67,56,68,34,60,50.67,63.67
37,71,Italy,Parma,CB,71,182.88,76.2,Left,110000.0,0,79,53,1867,3,3,Medium,High,2,56,57,68,67,73,65,58.0,64.0
35,75,Nigeria,Wuhan Zall,ST,75,173.74,69.85,Left,3100000.0,2,51,77,1928,4,3,High,Medium,3,85,74,64,76,37,74,78.67,71.33
36,72,North Macedonia,Genoa,CAM,72,182.88,74.84,Left,1100000.0,0,69,32,1804,3,3,Medium,Low,2,44,74,71,79,37,50,42.0,74.67
31,69,Greece,Real Zaragoza,ST,69,195.07,86.18,Right,900000.0,0,67,74,1715,3,3,High,Medium,1,67,67,66,70,23,72,71.0,67.67
35,74,Netherlands,Tottenham Hotspur,GK,74,182.88,83.91,Right,1500000.0,0,13,36,1293,3,1,Medium,Medium,2,74,72,70,75,54,73,61.0,72.33
32,73,England,Stoke City,CDM,73,182.88,78.02,Right,2200000.0,0,75,70,1977,4,3,Medium,Medium,2,69,60,72,74,73,72,70.33,68.67
38,72,Portugal,Parma,CB,72,188.98,83.01,Right,625000.0,0,65,55,1927,3,3,Medium,Medium,2,35,67,64,63,71,79,56.33,64.67
35,77,Argentina,Olympiacos CFP,CDM,77,155.45,78.02,Left,2400000.0,0,70,60,2028,4,2,High,High,3,55,71,73,71,74,70,61.67,71.67
33,75,England,Burnley,CDM,75,155.75,69.85,Right,2500000.0,0,78,87,2046,3,3,Medium,High,2,55,68,75,72,69,81,74.33,71.67
34,80,England,Liverpool,CDM,80,179.83,69.85,Right,7000000.0,1,86,87,2167,4,3,High,High,2,58,70,82,77,77,77,74.0,76.33
34,72,Netherlands,Roda JC Kerkrade,CB,72,195.07,82.1,Right,650000.0,0,30,59,1492,2,2,Medium,Medium,2,35,46,44,41,75,71,55.0,43.67
32,66,Senegal,Racing Club de Lens,CB,66,192.02,86.18,Left,350000.0,0,49,71,1673,2,2,Medium,High,1,42,56,56,56,65,81,64.67,56.0
33,65,England,Rotherham United,RB,65,155.75,77.11,Right,240000.0,0,58,66,1744,3,3,High,Medium,1,53,54,58,63,66,67,62.0,58.33
33,70,England,Sunderland,CB,70,188.98,88.9,Left,600000.0,0,57,58,1631,3,2,Medium,Medium,2,39,51,56,53,69,72,56.33,53.33
38,72,Argentina,River Plate,GK,72,185.93,77.11,Right,325000.0,0,21,43,1253,2,1,Medium,Medium,2,70,70,74,72,38,70,61.0,72.0
36,68,Argentina,Crotone,ST,68,185.93,81.19,Right,325000.0,2,54,39,1647,4,3,Medium,Low,2,48,68,62,66,29,65,50.67,65.33
36,65,England,Milton Keynes Dons,LB,65,182.88,86.18,Left,100000.0,0,66,80,1648,3,2,Medium,Medium,1,45,34,63,58,64,76,67.0,51.67
39,69,Italy,Pisa,CF,69,185.93,79.83,Left,300000.0,0,65,33,1750,4,4,High,Low,2,42,70,64,76,37,64,46.33,70.0
37,72,Paraguay,Olimpia Asunción,CB,72,188.98,78.02,Right,625000.0,2,47,64,1619,3,2,Medium,Medium,2,37,43,49,62,71,75,58.67,51.33
35,87,Italy,Juventus,CB,87,188.98,84.82,Left,15500000.0,0,54,54,1830,3,2,Medium,High,4,66,46,58,60,90,79,66.33,54.67
33,72,Portugal,AEK Athens,ST,72,192.02,93.89,Left,2000000.0,0,53,61,1660,3,3,Medium,Low,2,53,75,57,57,31,79,64.33,63.0
40,71,Mexico,Santos Laguna,GK,71,182.88,83.91,Right,275000.0,0,25,25,1328,3,1,Medium,Medium,3,71,69,66,71,47,66,54.0,68.67
36,68,Argentina,Club Atlético Colón,RWB,68,170.69,64.86,Right,100000.0,0,71,74,1864,4,3,High,Medium,2,73,57,65,66,64,71,72.67,62.67
38,75,Argentina,Chelsea,GK,75,185.93,83.01,Right,675000.0,0,12,37,1235,3,1,Medium,Medium,2,74,72,71,74,45,76,62.33,72.33
38,73,Argentina,River Plate,CDM,73,179.83,71.21,Right,875000.0,0,66,57,1939,3,3,Medium,High,2,48,58,69,66,74,72,59.0,64.33
33,80,Portugal,Orlando City SC,LW,80,155.45,69.85,Right,9000000.0,0,80,66,1971,5,5,High,Medium,3,72,76,79,85,37,67,68.33,80.0
37,70,Slovenia,Chievo Verona,CB,70,192.02,88.9,Left,350000.0,2,20,34,1367,3,2,Low,Medium,2,32,27,40,52,70,70,45.33,39.67
35,66,England,Preston North End,ST,66,155.75,76.2,Right,300000.0,0,56,50,1682,3,3,High,Medium,1,52,67,58,68,35,57,53.0,64.33
34,73,Austria,Leicester City,CDM,73,188.98,88.9,Left,1400000.0,0,82,54,2024,2,3,Medium,Medium,2,48,67,76,69,75,67,56.33,70.67
37,58,England,Harrogate Town,ST,58,192.02,76.2,Right,45000.0,0,49,53,1480,3,2,High,Medium,1,42,59,54,53,30,64,53.0,55.33
35,66,England,Lincoln City,CB,66,195.07,83.01,Left,200000.0,0,42,60,1511,3,2,Medium,Medium,1,37,39,52,55,65,72,56.33,48.67
33,69,Scotland,Aston Villa,CB,69,185.93,73.03,Right,400000.0,0,67,74,1837,3,3,High,Medium,2,65,47,62,66,69,77,72.0,58.33
35,64,Scotland,St. Johnstone FC,RM,64,173.74,67.13,Right,200000.0,0,68,50,1744,3,3,High,Medium,1,61,61,65,65,48,59,56.67,63.67
37,71,Italy,Genoa,GK,71,188.98,83.01,Left,240000.0,0,13,34,1226,3,1,Medium,Medium,2,68,70,64,70,52,70,57.33,68.0
33,82,Belgium,RSC Anderlecht,CB,82,192.02,84.82,Right,10500000.0,1,61,63,1849,3,2,Medium,High,4,50,53,68,63,83,78,63.67,61.33
39,72,Uruguay,Argentinos Juniors,ST,72,182.88,83.01,Right,900000.0,0,52,52,1790,3,3,Medium,Medium,1,34,75,62,65,43,78,54.67,67.33
36,75,Madagascar,FC Lorient,CB,75,176.78,71.21,Left,1300000.0,0,56,74,1845,2,2,Low,High,2,65,44,62,59,75,78,72.33,55.0
35,66,Netherlands,Sunderland,CB,66,192.02,73.94,Left,200000.0,0,42,31,1316,5,2,Low,Medium,1,33,27,48,47,67,61,41.67,40.67
33,83,Netherlands,OGC Nice,CAM,83,173.74,72.12,Right,15500000.0,0,86,62,1964,5,3,Medium,Low,3,68,78,86,82,38,57,62.33,82.0
36,78,Croatia,Cagliari,CM,78,155.45,78.02,Right,1200000.0,0,85,68,2173,4,3,High,High,3,73,75,85,75,74,71,70.67,78.33
37,67,Mexico,Monarcas Morelia,CM,67,167.64,68.04,Right,50000.0,0,68,60,1852,4,2,Medium,Medium,1,38,64,69,65,63,64,54.0,66.0
40,71,Paraguay,Olimpia Asunción,CB,71,155.75,79.83,Right,0.0,2,68,47,1624,3,2,Low,Medium,1,42,36,61,58,70,70,53.0,51.67
38,73,Brazil,Spezia,GK,73,188.98,79.83,Right,400000.0,0,13,41,1096,3,1,Medium,Medium,2,75,71,63,73,36,74,63.33,69.0
32,62,Mexico,Puebla FC,ST,62,155.45,78.93,Right,275000.0,0,48,31,1572,3,2,Medium,Medium,2,40,63,56,66,36,58,43.0,61.67
40,65,Japan,Kashima Antlers,GK,65,188.98,79.83,Right,50000.0,0,13,37,990,3,1,Medium,Medium,1,64,66,64,65,18,72,57.67,65.0
40,68,Japan,Gamba Osaka,CM,68,155.45,74.84,Right,0.0,0,76,52,1848,3,3,High,Medium,3,30,65,75,66,65,63,48.33,68.67
39,61,Japan,Yokohama FC,CAM,61,179.83,66.22,Right,70000.0,0,62,31,1570,3,3,Medium,Medium,2,33,58,64,66,37,49,37.67,62.67
40,67,Paraguay,Club Libertad,CB,67,155.75,76.2,Right,0.0,0,35,48,1439,3,2,Low,High,2,30,35,45,49,66,71,49.67,43.0
34,79,Mexico,Mexico,GK,79,185.93,78.02,Right,5500000.0,3,15,34,1242,3,1,Medium,Medium,3,77,69,75,83,49,79,63.33,75.67
33,65,Mexico,Atlante,ST,65,182.88,74.84,Right,240000.0,0,63,69,1684,3,2,High,Low,2,57,66,61,64,35,72,66.0,63.67
36,78,Italy,Roma,GK,78,195.07,78.93,Right,1700000.0,0,10,33,1216,2,1,Medium,Medium,2,79,78,65,77,43,79,63.67,73.33
32,74,Brazil,Nagoya Grampus,ST,74,195.07,91.17,Left,4500000.0,1,64,69,1779,3,3,Medium,Low,2,65,72,65,70,28,75,69.67,69.0
34,63,England,Bolton Wanderers,CB,63,155.75,73.94,Right,140000.0,0,56,34,1483,3,2,Medium,Medium,1,52,38,51,54,63,61,49.0,47.67
34,67,Scotland,St. Mirren,CAM,67,170.69,63.96,Left,375000.0,0,73,66,1850,3,3,Medium,Medium,1,66,65,69,70,51,51,61.0,68.0
35,72,Scotland,Derby County,GK,72,192.02,82.1,Right,850000.0,1,11,34,1163,3,1,Medium,Medium,1,71,69,66,73,49,72,59.0,69.33
33,81,Serbia,Inter,CB,81,192.02,88.0,Right,7500000.0,0,34,52,1609,3,2,Low,Medium,3,52,33,48,49,84,79,61.0,43.33
34,74,Estonia,Cagliari,CB,74,188.98,78.02,Left,2100000.0,0,52,36,1689,3,2,Medium,Medium,2,38,48,63,60,76,63,45.67,57.0
30,67,Moldova,Lokomotiv Moscow,CAM,67,182.88,76.2,Right,400000.0,0,61,77,1832,3,3,Medium,Medium,1,67,66,68,69,58,69,71.0,67.67
35,68,Slovenia,WSG Tirol,ST,68,182.88,77.11,Right,400000.0,0,52,70,1779,4,3,High,High,2,68,72,58,67,35,71,69.67,65.67
35,76,Bosnia Herzegovina,Hamburger SV,CB,76,185.93,81.19,Left,900000.0,0,52,52,1629,4,2,Medium,Medium,2,52,41,56,46,75,74,59.33,47.67
35,71,Hungary,Peñarol,CDM,71,188.98,88.0,Right,750000.0,0,55,79,1840,4,2,Medium,Medium,2,46,68,67,62,66,79,68.0,65.67
24,68,United States,Bahia,LW,70,173.74,66.22,Left,850000.0,0,65,58,1662,2,4,Medium,Low,2,74,60,67,74,26,47,59.67,67.0
34,72,Belgium,SV Zulte-Waregem,GK,72,188.98,79.83,Right,1400000.0,0,12,32,1189,3,1,Medium,Medium,1,72,70,65,71,45,73,59.0,68.67
33,70,Greece,Al Fayha,CDM,70,192.02,89.81,Right,725000.0,0,60,73,1756,2,2,Low,Medium,2,33,63,66,57,67,80,62.0,62.0
39,60,Republic of Ireland,Cork City,GK,60,192.02,69.85,Right,20000.0,0,16,31,1021,2,1,Medium,Medium,1,60,61,54,57,34,60,50.33,57.33
33,66,Spain,FC Cartagena,CM,66,155.75,78.02,Right,375000.0,0,71,54,1848,4,3,Medium,Medium,1,36,68,70,65,61,62,50.67,67.67
35,71,Spain,CD Tenerife,CDM,71,155.75,71.21,Right,750000.0,0,64,77,1916,4,3,High,High,1,59,61,71,66,66,72,69.33,66.0
37,78,Argentina,Racing Club,ST,78,179.83,73.94,Right,3700000.0,0,66,60,2017,4,4,High,High,2,69,80,73,77,50,69,66.0,76.67
36,78,Argentina,Racing Club,ST,78,182.88,78.02,Right,1200000.0,0,63,52,1859,3,3,High,Medium,2,63,77,72,78,26,63,59.33,75.67
34,77,Argentina,River Plate,CM,77,185.93,74.84,Right,3300000.0,0,76,54,2053,4,3,Medium,Medium,3,65,73,80,73,64,66,61.67,75.33
36,79,Argentina,Estudiantes de La Plata,CDM,79,179.83,73.03,Right,2700000.0,0,68,63,1948,3,2,Low,High,4,61,53,72,68,79,72,65.33,64.33
35,72,Argentina,San Lorenzo de Almagro,CB,72,182.88,78.93,Right,950000.0,0,38,54,1709,3,2,Medium,High,2,51,48,58,61,71,73,59.33,55.67
34,74,Argentina,West Ham United,CB,74,155.45,73.94,Right,2000000.0,0,74,60,1941,3,3,Medium,High,3,49,56,70,71,79,70,59.67,65.67
36,69,Argentina,Club Atlético Banfield,CM,69,182.88,73.03,Right,325000.0,0,73,66,1812,3,3,Medium,High,2,59,61,70,68,65,69,64.67,66.33
36,76,Ukraine,Shakhtar Donetsk,GK,76,192.02,92.08,Right,1300000.0,0,13,37,1220,3,1,Medium,Medium,2,75,69,78,78,44,80,64.0,75.0
35,71,Argentina,Club Atlético Lanús,ST,71,182.88,88.9,Right,1100000.0,0,56,62,1679,3,2,Medium,Medium,2,38,74,60,61,28,70,56.67,65.0
37,70,Argentina,Club Atlético Tigre,CAM,70,182.88,81.19,Right,575000.0,0,66,53,1826,3,3,Medium,Medium,1,51,69,72,69,57,64,56.0,70.0
34,75,Argentina,Villarreal CF,GK,75,188.98,78.93,Right,2900000.0,0,12,41,1216,2,1,Medium,Medium,1,76,72,76,75,43,74,63.67,74.33
36,73,Argentina,Club Atlético Banfield,CAM,73,155.45,77.11,Left,1300000.0,0,63,56,1842,3,4,High,Low,1,54,74,74,74,47,55,55.0,74.0
36,78,Argentina,Boca Juniors,ST,78,173.74,77.11,Right,3700000.0,0,71,69,1962,3,4,High,Low,3,68,81,74,78,45,77,71.33,77.67
32,86,Argentina,Atalanta,CAM,86,170.69,68.04,Right,34500000.0,1,83,73,2065,4,4,High,Medium,3,90,79,84,88,39,55,72.67,83.67
36,71,Argentina,Estudiantes de La Plata,ST,71,155.45,83.91,Right,850000.0,0,50,69,1752,3,2,High,Low,2,51,75,56,62,31,79,66.33,64.33
35,78,Argentina,Fenerbahçe SK,CM,78,155.45,71.21,Right,4300000.0,1,80,66,2079,4,4,Medium,Medium,2,69,70,82,80,66,65,66.67,77.33
38,71,Argentina,Club Atlético Aldosivi,GK,71,195.07,86.18,Right,240000.0,0,14,41,1044,3,1,Medium,Medium,1,71,68,64,70,27,72,61.33,67.33
36,74,Turkey,Fenerbahçe SK,GK,74,192.02,89.81,Right,750000.0,1,18,42,1214,2,1,Medium,Medium,2,75,71,75,73,31,72,63.0,73.0
35,76,Turkey,Fenerbahçe SK,RB,76,179.83,74.84,Right,2200000.0,0,75,75,2037,3,3,High,Medium,2,77,63,72,76,72,71,74.33,70.33
33,74,Turkey,Galatasaray SK,LM,74,155.45,76.2,Right,3400000.0,0,76,48,2016,4,4,High,High,3,61,72,77,76,64,62,57.0,75.0
28,70,Turkey,Gazişehir Gaziantep F.K.,CF,70,155.75,68.95,Right,1800000.0,0,65,66,1872,3,3,High,Low,1,72,72,68,73,37,64,67.33,71.0
34,66,Turkey,Antalyaspor,CDM,66,179.83,69.85,Right,250000.0,3,61,60,1860,4,3,Medium,Medium,1,57,69,65,67,65,63,60.0,67.0
36,67,Kosovo,Viktoria Köln,ST,67,155.75,77.11,Right,275000.0,0,50,55,1719,4,3,Medium,Medium,2,60,68,56,69,37,65,60.0,64.33
35,75,Turkey,Atiker Konyaspor,GK,75,185.93,78.02,Right,1800000.0,3,12,30,1189,2,1,Medium,Medium,1,75,72,68,78,49,75,60.0,72.67
29,72,Turkey,Antalyaspor,LB,72,155.45,68.95,Left,2600000.0,0,75,73,1969,3,3,Medium,Medium,1,80,65,71,71,65,65,72.67,69.0
34,75,Sweden,Borussia Mönchengladbach,LB,75,155.75,82.1,Left,2300000.0,0,79,73,2005,3,3,Medium,Medium,2,62,62,74,73,74,70,68.33,69.67
34,76,Brazil,Borussia Mönchengladbach,CAM,76,179.83,68.95,Right,4099999.9999999995,0,77,59,1954,4,4,High,Medium,2,59,75,78,81,41,60,59.33,78.0
33,71,Spain,Rayo Vallecano,RB,71,179.83,63.96,Right,1100000.0,0,75,72,1799,3,3,Medium,Medium,1,69,45,65,68,70,68,69.67,59.33
35,68,Spain,UD Las Palmas,CAM,68,155.45,68.95,Left,400000.0,1,75,49,1798,3,3,Medium,Medium,1,59,62,73,70,48,59,55.67,68.33
35,73,Spain,SD Huesca,CDM,73,155.45,74.84,Right,1700000.0,0,55,78,1938,4,2,High,Medium,1,39,71,68,68,72,77,64.67,69.0
33,78,Spain,SD Huesca,GK,78,188.98,82.1,Right,5500000.0,2,17,39,1330,3,1,Medium,Medium,1,80,75,68,79,56,76,65.0,74.0
34,76,Spain,Cádiz CF,ST,76,185.93,86.18,Left,4099999.9999999995,0,45,63,1876,2,3,Medium,Low,3,63,78,64,70,36,78,68.0,70.67
33,80,Spain,Real Sociedad,CM,80,188.98,76.2,Right,8500000.0,0,88,64,1906,3,3,Medium,Medium,2,48,75,84,75,46,60,57.33,78.0
35,82,Brazil,Paris Saint-Germain,CAM,82,176.78,68.04,Right,4800000.0,0,85,74,2205,3,4,High,Medium,4,76,71,82,85,76,66,72.0,79.33
